08/05/2019,HLSG,1313
08/06/2019,HLSG,962
08/07/2019,HLSG,591
08/08/2019,HLSG,1197
08/09/2019,HLSG,1310
08/10/2019,HLSG,1075
08/11/2019,HLSG,1135
08/12/2019,HLSG,1620
08/13/2019,HLSG,964
08/14/2019,HLSG,1092
08/15/2019,HLSG,861
08/16/2019,HLSG,803
08/17/2019,HLSG,1005
08/18/2019,HLSG,1082
08/19/2019,HLSG,1317
08/20/2019,HLSG,954
08/21/2019,HLSG,1112
08/22/2019,HLSG,997
08/23/2019,HLSG,1211
08/24/2019,HLSG,1382
08/25/2019,HLSG,373
08/26/2019,HLSG,821
08/27/2019,HLSG,860
08/28/2019,HLSG,872
08/29/2019,HLSG,481
08/30/2019,HLSG,458
08/31/2019,HLSG,458
09/01/2019,HLSG,836
09/02/2019,HLSG,720
09/03/2019,HLSG,605
09/04/2019,HLSG,550
09/05/2019,HLSG,508
09/06/2019,HLSG,323
09/07/2019,HLSG,601
09/08/2019,HLSG,452
09/09/2019,HLSG,470
09/10/2019,HLSG,469
09/11/2019,HLSG,153
09/12/2019,HLSG,625
09/13/2019,HLSG,560
09/14/2019,HLSG,378
09/15/2019,HLSG,471
09/16/2019,HLSG,200
09/17/2019,HLSG,332
09/18/2019,HLSG,723
09/19/2019,HLSG,715
09/20/2019,HLSG,809
09/21/2019,HLSG,772
09/22/2019,HLSG,1222
09/23/2019,HLSG,657
